NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
RentalLeasing,300,5,New,0,0,Unknown,No,100000,90000,1,1,0.9,0,9000,19988.0,No
RealEstateServices,300,8,Existing,2,8,Urban,No,1556000,1400400,0,1,0.9,0,9000,27171.0,No
RentalLeasing,120,36,Existing,4,0,Urban,No,504000,453600,0,0,0.9,0,3600,21922.0,No
RealEstateLessors,300,4,Existing,0,4,Urban,No,900000,810000,0,1,0.9,0,9000,27263.0,No
RentalLeasing,120,1,Existing,0,0,Unknown,No,60000,54000,0,0,0.9,0,3600,14588.0,No
RealEstateLessors,300,5,Existing,2,7,Urban,No,580000,522000,0,1,0.9,0,9000,27178.0,No
RealEstateServices,288,1,Existing,0,1,Urban,Unknown,225000,168750,0,1,0.75,0,8640,23370.0,No
RealEstateServices,84,5,Existing,3,5,Rural,Unknown,40000,32000,0,0,0.8,0,2520,17281.0,No
RealEstateServices,306,13,Existing,12,13,Urban,Unknown,1000000,750000,0,1,0.75,0,9180,24033.0,No
RentalLeasing,84,55,Existing,10,55,Urban,Unknown,250000,187500,0,0,0.75,0,2520,17311.0,No
RentalLeasing,240,13,Existing,0,0,Urban,No,574000,430500,0,1,0.75,0,7200,21961.0,No
RealEstateLessors,300,2,New,2,2,Urban,No,446800,402120,1,1,0.9,0,9000,27196.0,No
RentalLeasing,120,5,Existing,0,5,Urban,Unknown,250000,187500,0,0,0.75,0,3600,18361.0,No
Other,96,4,Existing,0,0,Unknown,No,150000,135000,0,0,0.9,0,2880,13868.0,No
RentalLeasing,300,1,New,9,0,Urban,No,632100,568890,1,1,0.9,0,9000,27232.0,No
RentalLeasing,300,12,Existing,0,12,Urban,No,1177500,1059750,0,1,0.9,0,9000,27232.0,No
RentalLeasing,240,6,Existing,4,6,Urban,No,129000,129000,0,1,1.0,0,7200,22066.0,No
RentalLeasing,300,9,Existing,0,9,Urban,Unknown,675000,506250,0,1,0.75,0,9000,23791.0,No
RentalLeasing,240,5,Existing,5,5,Urban,Unknown,185000,138750,0,1,0.75,0,7200,21991.0,No
RealEstateServices,92,1,New,1,1,Urban,No,5000,4500,1,0,0.9,0,2760,20979.0,Yes
RealEstateServices,300,32,Existing,0,32,Urban,No,2000000,1500000,0,1,0.75,0,9000,27291.0,No
RentalLeasing,60,1,Existing,0,1,Urban,Unknown,25200,20160,0,0,0.8,0,1800,16591.0,No
RealEstateServices,300,10,Existing,0,10,Urban,Unknown,500000,362700,0,1,0.7254,0,9000,23791.0,No
RealEstateLessors,300,3,Existing,0,3,Urban,No,1150000,1035000,0,1,0.9,0,9000,27263.0,No
RealEstateLessors,300,2,Existing,0,2,Rural,No,300000,225000,0,1,0.75,0,9000,27240.0,No
RealEstateServices,303,2,Existing,0,2,Urban,Unknown,222000,166500,0,1,0.75,0,9090,23943.0,No
RealEstateServices,84,5,Existing,0,5,Urban,Yes,25000,12500,0,0,0.5,0,2520,20765.0,No
RentalLeasing,84,20,Existing,2,20,Urban,No,450000,405000,0,0,0.9,0,2520,20814.0,No
RealEstateServices,91,0,Existing,2,0,Rural,No,100000,90000,0,0,0.9,0,2730,21024.0,Yes
RealEstateServices,240,15,Existing,0,15,Urban,No,327000,294300,0,1,0.9,0,7200,25522.0,No
RealEstateServices,110,4,Existing,0,4,Rural,No,200000,180000,0,0,0.9,0,3300,21622.0,Yes
RentalLeasing,300,2,New,0,0,Unknown,No,161000,128800,1,1,0.8,0,9000,20077.0,No
Other,300,3,Existing,0,3,Urban,No,618000,556200,0,1,0.9,0,9000,27353.0,No
RentalLeasing,180,3,New,2,5,Urban,Unknown,500000,375000,1,0,0.75,0,5400,20283.0,No
RealEstateServices,300,2,Existing,5,2,Urban,Unknown,135000,101250,0,1,0.75,0,9000,23853.0,No
RealEstateServices,60,13,Existing,8,5,Urban,No,100000,50000,0,0,0.5,0,1800,20153.0,No
RealEstateLessors,300,26,Existing,0,26,Urban,Unknown,1344400,680857,0,1,0.506439304,0,9000,23853.0,No
RealEstateLessors,300,26,Existing,0,26,Urban,Unknown,136500,69129,0,1,0.50643956,0,9000,23914.0,No
RealEstateServices,300,10,Existing,0,10,Urban,No,225000,202500,0,1,0.9,0,9000,27322.0,No
RentalLeasing,120,150,New,0,150,Urban,No,1665000,1498500,1,0,0.9,0,3600,21922.0,No
RealEstateServices,300,57,Existing,0,57,Urban,Unknown,193000,144750,0,1,0.75,0,9000,23944.0,No
RealEstateLessors,300,4,Existing,0,4,Urban,Unknown,126000,94500,0,1,0.75,0,9000,23883.0,No
RentalLeasing,240,18,Existing,14,18,Urban,No,688000,688000,0,1,1.0,0,7200,22465.0,No
RentalLeasing,60,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,0,1800,16744.0,No
RentalLeasing,300,5,Existing,2,7,Urban,Unknown,594000,445500,0,1,0.75,0,9000,23883.0,No
Other,300,3,Existing,0,3,Urban,No,250000,225000,0,1,0.9,0,9000,27383.0,No
RealEstateLessors,300,130,Existing,4,130,Urban,Unknown,1149000,749998,0,1,0.652739774,0,9000,23914.0,No
RealEstateLessors,240,16,Existing,17,0,Urban,No,577000,577000,0,1,1.0,0,7200,22220.0,No
RentalLeasing,84,2,New,20,20,Urban,Unknown,500000,375000,1,0,0.75,0,2520,17495.0,No
RentalLeasing,120,3,Existing,0,3,Urban,Unknown,115400,86550,0,0,0.75,0,3600,18544.0,No
RealEstateServices,300,1,Existing,0,1,Urban,Unknown,333000,249750,0,1,0.75,0,9000,23975.0,No
RentalLeasing,8,5,Existing,0,0,Urban,Unknown,127500,95625,0,0,0.75,0,240,15184.0,Yes
RentalLeasing,114,2,New,2,2,Urban,Unknown,25000,20000,1,0,0.8,0,3420,18364.0,No
RealEstateServices,300,10,Existing,0,10,Urban,Unknown,517500,388125,0,1,0.75,0,9000,23914.0,No
RealEstateLessors,306,6,Existing,0,6,Urban,Unknown,607000,455250,0,1,0.75,0,9180,24094.0,No
RentalLeasing,106,14,Existing,2,16,Urban,Unknown,400000,300000,0,0,0.75,0,3180,18124.0,Yes
RealEstateServices,84,4,Existing,2,4,Urban,Yes,35000,31500,0,0,0.9,0,2520,20878.0,No
RealEstateServices,83,2,Existing,1,2,Urban,Yes,88000,44000,0,0,0.5,0,2490,17404.0,No
RealEstateServices,59,2,Existing,5,2,Urban,Yes,35000,17500,0,0,0.5,0,1770,20138.0,Yes
RealEstateServices,240,47,Existing,4,0,Urban,Unknown,414000,414000,0,1,1.0,0,7200,22276.0,No
RentalLeasing,99,3,Existing,4,3,Urban,No,10000,9000,0,0,0.9,0,2970,21345.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,No,50300,25150,0,0,0.5,0,2520,20903.0,No
RealEstateServices,240,14,Existing,8,0,Urban,No,215000,215000,0,1,1.0,0,7200,25748.0,No
RentalLeasing,240,5,Existing,5,0,Urban,No,163000,163000,0,1,1.0,0,7200,22220.0,No
RealEstateServices,87,10,Existing,2,10,Urban,Unknown,100000,80000,0,0,0.8,1,2610,17585.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,135000,121500,0,0,0.9,0,2520,20934.0,No
RealEstateServices,85,2,New,2,2,Urban,No,5000,4500,1,0,0.9,0,2550,20938.0,No
RealEstateServices,84,14,New,20,34,Urban,Yes,50000,25000,1,0,0.5,0,2520,20909.0,No
RentalLeasing,84,2,New,0,0,Unknown,No,35000,31500,1,0,0.9,0,2520,13689.0,No
RealEstateServices,240,15,Existing,5,15,Urban,No,536000,536000,0,1,1.0,0,7200,22703.0,No
RealEstateServices,240,3,Existing,5,3,Urban,No,188000,188000,0,1,1.0,0,7200,22640.0,No
RealEstateServices,240,7,Existing,3,4,Urban,No,250000,250000,0,1,1.0,0,7200,22276.0,No
RentalLeasing,240,5,Existing,5,0,Urban,No,338000,338000,0,1,1.0,0,7200,22465.0,No
RealEstateServices,36,4,Existing,0,4,Urban,Yes,55000,27500,0,0,0.5,0,1080,16206.0,No
RealEstateServices,36,3,Existing,3,3,Urban,Yes,75000,37500,0,0,0.5,0,1080,16145.0,No
RealEstateServices,104,4,Existing,0,4,Urban,No,15000,12750,0,0,0.85,0,3120,21540.0,Yes
RentalLeasing,240,18,Existing,10,0,Urban,No,440000,440000,0,1,1.0,0,7200,22276.0,No
RentalLeasing,109,2,New,0,0,Urban,No,229200,171900,1,0,0.75,0,3270,18622.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,2520,20995.0,No
RentalLeasing,300,2,Existing,0,2,Urban,Unknown,125100,93825,0,1,0.75,0,9000,23975.0,No
RentalLeasing,108,3,New,0,0,Unknown,No,243000,206550,1,0,0.85,0,3240,14501.0,No
RentalLeasing,120,4,New,0,0,Unknown,No,90000,72000,1,0,0.8,0,3600,14769.0,No
RentalLeasing,120,68,Existing,2,2,Urban,Unknown,1000000,750000,0,0,0.75,0,3600,18606.0,No
RealEstateServices,84,1,New,4,1,Urban,Unknown,100000,80000,1,0,0.8,1,2520,17585.0,No
RentalLeasing,120,3,Existing,1,3,Urban,Unknown,100000,75000,0,0,0.75,0,3600,18665.0,No
RealEstateLessors,240,40,Existing,20,0,Urban,No,751000,751000,0,1,1.0,0,7200,22521.0,No
RealEstateServices,84,1,New,1,1,Urban,Yes,24700,12350,1,0,0.5,0,2520,20971.0,No
RealEstateLessors,303,1,Existing,0,1,Urban,Unknown,1000000,750000,0,1,0.75,0,9090,24096.0,No
RentalLeasing,84,3,Existing,1,3,Urban,No,205000,153750,0,0,0.75,0,2520,21026.0,No
RentalLeasing,60,1,New,0,0,Urban,Unknown,30000,25500,1,0,0.85,0,1800,16834.0,No
RealEstateServices,84,10,Existing,0,10,Urban,Yes,250000,125000,0,0,0.5,0,2520,20999.0,No
RealEstateServices,240,1,Existing,7,0,Urban,No,452000,452000,0,1,1.0,0,7200,25748.0,No
RealEstateServices,120,1,Existing,1,1,Rural,No,55000,46750,0,0,0.85,0,3600,22197.0,No
RentalLeasing,300,6,Existing,0,6,Urban,Unknown,701400,526050,0,1,0.75,0,9000,24034.0,No
RealEstateServices,84,1,New,8,8,Rural,Unknown,80000,68000,1,0,0.85,1,2520,17554.0,No
RentalLeasing,120,2,Existing,1,3,Urban,Unknown,220000,165000,0,0,0.75,0,3600,18606.0,No
RealEstateServices,300,3,Existing,7,10,Urban,Unknown,306000,229500,0,1,0.75,0,9000,24006.0,No
RentalLeasing,240,2,Existing,0,0,Urban,No,322400,241800,0,1,0.75,0,7200,22295.0,No
RentalLeasing,120,2,New,0,0,Unknown,No,150000,120000,1,0,0.8,0,3600,14861.0,No
RealEstateLessors,300,20,Existing,10,20,Urban,Unknown,750000,562500,0,1,0.75,0,9000,24126.0,No
RentalLeasing,240,12,Existing,4,12,Urban,No,256000,256000,0,1,1.0,0,7200,22311.0,No
RentalLeasing,84,2,Existing,3,2,Urban,Unknown,250000,187500,0,0,0.75,1,2520,17919.0,No
RentalLeasing,42,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,1260,16294.0,Yes
RentalLeasing,96,10,Existing,0,0,Unknown,No,25000,22500,0,0,0.9,0,2880,14141.0,No
RentalLeasing,84,24,Existing,0,24,Urban,No,495000,445500,0,0,0.9,0,2520,21087.0,No
RealEstateLessors,300,6,Existing,0,6,Urban,No,551000,495900,0,1,0.9,0,9000,27567.0,No
RentalLeasing,300,10,Existing,0,0,Rural,No,409500,307125,0,1,0.75,0,9000,24065.0,No
RealEstateServices,300,14,Existing,0,14,Urban,No,510000,459000,0,1,0.9,0,9000,27567.0,No
RentalLeasing,120,6,New,0,0,Unknown,No,200000,170000,1,0,0.85,0,3600,15134.0,No
RentalLeasing,76,2,New,0,0,Unknown,No,60000,54000,1,0,0.9,0,2280,13633.0,No
RentalLeasing,300,4,Existing,2,2,Urban,Unknown,222700,167025,0,1,0.75,0,9000,24065.0,No
RealEstateServices,240,6,Existing,2,0,Urban,No,158000,158000,0,1,1.0,0,7200,22311.0,No
RentalLeasing,84,1,Existing,0,0,Unknown,No,80000,72000,0,0,0.9,0,2520,13873.0,No
RentalLeasing,120,2,New,0,0,Unknown,No,210000,178500,1,0,0.85,0,3600,15042.0,No
RealEstateLessors,120,1,Existing,0,1,Rural,No,500000,450000,0,0,0.9,0,3600,22167.0,No
RentalLeasing,120,1,Existing,1,1,Urban,Unknown,254500,190875,0,0,0.75,0,3600,18634.0,No
Other,240,60,Existing,18,42,Unknown,No,619000,619000,0,1,1.0,0,7200,18902.0,No
RentalLeasing,120,5,Existing,0,0,Unknown,No,50000,40000,0,0,0.8,0,3600,14953.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,150000,135000,0,0,0.9,0,2520,21070.0,No
RentalLeasing,84,2,Existing,0,2,Urban,Unknown,99000,84150,0,0,0.85,1,2520,17585.0,No
RentalLeasing,300,3,Existing,0,0,Urban,No,330000,247500,0,1,0.75,0,9000,24065.0,No
RealEstateLessors,300,1,Existing,0,1,Urban,No,512000,460800,0,1,0.9,0,9000,27567.0,No
RealEstateServices,300,13,Existing,0,13,Urban,Unknown,157000,117750,0,1,0.75,0,9000,24065.0,No
RentalLeasing,84,3,Existing,0,0,Unknown,No,75000,67500,0,0,0.9,0,2520,13962.0,No
RentalLeasing,120,4,Existing,0,0,Urban,No,455000,341250,0,0,0.75,0,3600,18665.0,No
RealEstateServices,84,2,Existing,0,2,Rural,Yes,10000,5000,0,0,0.5,0,2520,21089.0,No
RentalLeasing,60,4,Existing,0,4,Urban,Yes,35000,17500,0,0,0.5,0,1800,16865.0,No
RealEstateLessors,120,3,New,0,3,Urban,No,90000,81000,1,0,0.9,0,3600,22197.0,No
RealEstateServices,300,40,Existing,0,40,Urban,No,271800,244620,0,1,0.9,0,9000,27575.0,No
RealEstateServices,240,2,Existing,3,0,Urban,Unknown,181000,181000,0,1,1.0,0,7200,22339.0,No
RentalLeasing,84,5,Existing,0,0,Unknown,No,140000,126000,0,0,0.9,0,2520,13962.0,No
RentalLeasing,300,35,Existing,0,35,Urban,Unknown,333000,249750,0,1,0.75,0,9000,24095.0,No
RealEstateLessors,300,5,Existing,1,5,Urban,Unknown,345000,258750,0,1,0.75,0,9000,24095.0,No
RentalLeasing,300,20,Existing,0,20,Urban,Unknown,260000,195000,0,1,0.75,0,9000,24095.0,No
RealEstateServices,14,7,Existing,0,8,Rural,Yes,200000,100000,0,0,0.5,0,420,19017.0,No
RealEstateServices,300,6,Existing,4,2,Urban,Unknown,545000,408750,0,1,0.75,0,9000,24065.0,No
RentalLeasing,300,6,Existing,6,12,Urban,No,2350000,2115000,0,1,0.9,0,9000,27598.0,No
RentalLeasing,300,2,Existing,0,0,Unknown,No,240000,204000,0,1,0.85,0,9000,20442.0,No
RealEstateLessors,300,50,Existing,0,0,Urban,No,143000,107250,0,1,0.75,0,9000,24126.0,No
RealEstateServices,240,2,Existing,0,2,Urban,Unknown,434000,434000,0,1,1.0,0,7200,22339.0,No
RentalLeasing,31,1,New,0,0,Unknown,No,60000,54000,1,0,0.9,0,930,12372.0,Yes
RentalLeasing,84,9,Existing,0,0,Unknown,No,369000,295200,0,0,0.8,0,2520,13962.0,No
RentalLeasing,84,3,New,1,3,Urban,Yes,50000,25000,1,0,0.5,1,2520,17738.0,No
RealEstateServices,240,600,Existing,40,0,Urban,No,1000000,1000000,0,1,1.0,0,7200,22675.0,No
RealEstateServices,63,1,Existing,3,4,Urban,Yes,25000,12500,0,0,0.5,0,1890,20499.0,Yes
RentalLeasing,60,1,Existing,0,0,Unknown,No,288000,244800,0,0,0.85,0,1800,13334.0,No
RealEstateServices,120,12,Existing,0,0,Urban,No,270000,202500,0,0,0.75,0,3600,18726.0,No
Other,120,2,New,0,0,Unknown,No,58000,52200,1,0,0.9,0,3600,15226.0,No
RentalLeasing,108,2,Existing,0,2,Rural,Unknown,135000,114750,0,0,0.85,0,3240,18335.0,No
RentalLeasing,180,13,Existing,0,0,Unknown,No,211900,180115,0,0,0.85,0,5400,17392.0,No
RentalLeasing,87,4,New,0,0,Unknown,No,183000,150060,1,0,0.82,0,2610,14328.0,No
RentalLeasing,138,3,Existing,0,0,Unknown,No,89000,80100,0,0,0.9,0,4140,15674.0,Yes
RentalLeasing,84,3,Existing,0,0,Unknown,No,60000,54000,0,0,0.9,0,2520,14054.0,No
RealEstateServices,300,1,Existing,0,1,Urban,Unknown,220000,165000,0,1,0.75,0,9000,24126.0,No
RentalLeasing,120,2,New,0,0,Unknown,No,94000,75200,1,0,0.8,0,3600,15226.0,No
RentalLeasing,120,3,Existing,1,2,Urban,Unknown,435000,326250,0,0,0.75,0,3600,18818.0,No
RentalLeasing,240,8,New,0,0,Unknown,No,265500,225675,1,1,0.85,0,7200,18826.0,No
RentalLeasing,240,7,Existing,0,0,Unknown,No,110000,99000,0,1,0.9,0,7200,18826.0,No
RentalLeasing,272,10,Existing,0,0,Unknown,No,700000,595000,0,1,0.85,0,8160,19786.0,No
RentalLeasing,120,9,Existing,15,9,Urban,Unknown,400000,300000,0,0,0.75,0,3600,18756.0,No
RealEstateServices,304,5,Existing,0,5,Urban,Unknown,899000,674250,0,1,0.75,0,9120,24307.0,No
RentalLeasing,84,25,Existing,0,0,Unknown,No,135000,121500,0,0,0.9,0,2520,14146.0,No
RealEstateServices,300,7,Existing,0,7,Urban,Unknown,866800,650100,0,1,0.75,0,9000,24156.0,No
RealEstateServices,300,5,Existing,0,5,Urban,Unknown,435000,326250,0,1,0.75,0,9000,24156.0,No
RentalLeasing,300,13,Existing,4,13,Urban,Unknown,864000,648000,0,1,0.75,0,9000,24156.0,No
RentalLeasing,96,2,Existing,0,0,Unknown,No,60000,48000,0,0,0.8,0,2880,14506.0,No
RentalLeasing,72,2,Existing,0,0,Unknown,No,64700,58230,0,0,0.9,0,2160,13786.0,No
RentalLeasing,120,5,New,0,0,Unknown,No,100000,90000,1,0,0.9,0,3600,15318.0,No
RealEstateServices,300,10,Existing,0,0,Urban,No,810000,607500,0,1,0.75,0,9000,24218.0,No
RealEstateServices,240,15,Existing,5,15,Urban,Unknown,168000,126000,0,1,0.75,0,7200,22387.0,No
RealEstateServices,300,6,Existing,0,6,Urban,Unknown,350000,262500,0,1,0.75,0,9000,24156.0,No
RentalLeasing,120,3,New,0,0,Unknown,No,85000,76500,1,0,0.9,0,3600,15318.0,No
RealEstateServices,300,10,Existing,6,16,Urban,Unknown,74300,63155,0,1,0.85,0,9000,24218.0,No
RentalLeasing,240,24,Existing,6,0,Urban,Unknown,848000,848000,0,1,1.0,0,7200,22976.0,No
RealEstateServices,240,55,Existing,40,0,Urban,Unknown,1000000,1000000,0,1,1.0,0,7200,22465.0,No
RentalLeasing,123,12,New,4,12,Urban,Unknown,862500,646875,1,0,0.75,0,3690,18938.0,No
RentalLeasing,120,5,Existing,0,5,Urban,Unknown,120000,102000,0,0,0.85,0,3600,18818.0,No
RentalLeasing,276,25,Existing,0,0,Unknown,No,97500,82875,0,1,0.85,0,8280,20088.0,No
RentalLeasing,300,25,Existing,0,0,Unknown,No,626000,532100,0,1,0.85,0,9000,20808.0,No
RentalLeasing,300,2,New,4,2,Urban,Unknown,360000,270000,1,1,0.75,0,9000,24218.0,No
RentalLeasing,273,4,New,0,0,Unknown,No,320000,272000,1,1,0.85,0,8190,19998.0,No
RentalLeasing,240,3,Existing,2,0,Urban,Unknown,726000,726000,0,1,1.0,0,7200,22465.0,No
RealEstateServices,240,5,Existing,5,0,Urban,No,235000,235000,0,1,1.0,0,7200,22493.0,No
RentalLeasing,84,3,New,0,0,Unknown,No,75000,67500,1,0,0.9,0,2520,14328.0,No
RealEstateLessors,300,6,Existing,0,6,Urban,Unknown,428000,321000,0,1,0.75,0,9000,24218.0,No
RentalLeasing,66,6,Existing,0,0,Urban,Unknown,125000,106250,0,0,0.85,0,1980,17228.0,No
RentalLeasing,123,4,Existing,1,4,Urban,Unknown,150000,127500,0,0,0.85,0,3690,18938.0,No
RentalLeasing,180,5,Existing,2,5,Urban,Unknown,256800,192600,0,0,0.75,0,5400,20648.0,No
RentalLeasing,180,8,Existing,4,8,Urban,Unknown,300000,225000,0,0,0.75,0,5400,20648.0,No
RealEstateServices,84,11,Existing,0,0,Urban,No,330000,247500,0,0,0.75,1,2520,17768.0,No
RentalLeasing,300,12,Existing,0,12,Urban,Unknown,96800,82280,0,1,0.85,0,9000,24248.0,No
RealEstateServices,84,2,Existing,0,0,Urban,No,201000,150750,0,0,0.75,1,2520,17829.0,No
RentalLeasing,228,10,New,0,0,Unknown,No,170000,136000,1,0,0.8,0,6840,18740.0,No
RentalLeasing,41,4,New,0,0,Rural,No,50000,42500,1,0,0.85,0,1230,16478.0,Yes
RentalLeasing,120,23,Existing,0,23,Urban,Unknown,250000,187500,0,0,0.75,0,3600,18848.0,No
RealEstateServices,120,15,Existing,0,0,Urban,No,375000,281250,0,0,0.75,0,3600,18848.0,No
RealEstateServices,300,9,Existing,0,0,Urban,No,614700,461025,0,1,0.75,0,9000,24279.0,No
RentalLeasing,300,4,Existing,0,4,Urban,Unknown,189000,141750,0,1,0.75,0,9000,24309.0,No
RentalLeasing,84,1,New,5,1,Urban,Unknown,280000,210000,1,0,0.75,1,2520,17799.0,No
RealEstateServices,12,15,Existing,1,16,Unknown,Unknown,50000,42500,0,0,0.85,0,360,15639.0,No
RentalLeasing,60,2,Existing,0,0,Unknown,No,65000,58500,0,0,0.9,0,1800,13792.0,No
RealEstateLessors,240,6,Existing,6,0,Urban,No,68000,68000,0,1,1.0,0,7200,22556.0,No
RentalLeasing,60,20,Existing,0,0,Urban,Yes,150000,75000,0,0,0.5,0,1800,17140.0,No
RentalLeasing,240,14,Existing,0,0,Unknown,No,670000,536670,0,1,0.801,0,7200,19192.0,No
RealEstateServices,240,30,Existing,5,25,Urban,No,1000000,1000000,0,1,1.0,0,7200,22640.0,No
RealEstateServices,122,8,Existing,0,8,Rural,Unknown,115000,97750,0,0,0.85,0,3660,18969.0,No
RentalLeasing,84,1,Existing,1,1,Rural,Unknown,25000,21250,0,0,0.85,1,2520,17799.0,No
RentalLeasing,116,2,New,1,3,Urban,Unknown,152500,114375,1,0,0.75,0,3480,18759.0,No
RentalLeasing,240,60,Existing,130,70,Urban,No,981000,981000,0,1,1.0,0,7200,22584.0,No
RealEstateLessors,300,8,Existing,0,8,Urban,Unknown,396000,297000,0,1,0.75,0,9000,24371.0,No
RentalLeasing,180,13,Existing,3,13,Urban,Unknown,250000,187500,0,0,0.75,0,5400,20679.0,No
Other,120,5,New,0,0,Unknown,No,80000,72000,1,0,0.9,0,3600,15592.0,No
RealEstateServices,240,129,Existing,16,0,Urban,Unknown,1000000,1000000,0,1,1.0,0,7200,22612.0,No
RentalLeasing,78,25,New,0,0,Unknown,No,675000,573750,1,0,0.85,0,2340,14332.0,Yes
RentalLeasing,120,35,Existing,0,35,Urban,Unknown,330000,247500,0,0,0.75,0,3600,19152.0,No
RentalLeasing,120,1,Existing,0,1,Urban,Unknown,145900,124015,0,0,0.85,0,3600,18879.0,No
RentalLeasing,300,6,Existing,0,6,Urban,Unknown,497000,372750,0,1,0.75,0,9000,24309.0,No
RentalLeasing,300,13,Existing,0,0,Unknown,No,130000,117000,0,1,0.9,0,9000,20992.0,No
RentalLeasing,240,32,Existing,4,32,Urban,No,380000,380000,0,1,1.0,0,7200,22584.0,No
RentalLeasing,120,3,Existing,0,0,Urban,No,175000,131250,0,0,0.75,0,3600,18971.0,No
RentalLeasing,300,13,Existing,0,0,Unknown,No,199598,159678,0,1,0.799997996,0,9000,20992.0,No
RentalLeasing,240,57,Existing,15,0,Urban,No,935000,935000,0,1,1.0,0,7200,23011.0,No
RealEstateServices,300,2,New,5,0,Urban,Unknown,315000,236250,1,1,0.75,0,9000,24340.0,No
RealEstateServices,300,2,Existing,0,2,Urban,Unknown,377500,283125,0,1,0.75,0,9000,24340.0,No
RentalLeasing,300,34,Existing,0,34,Urban,Unknown,323000,242250,0,1,0.75,0,9000,24521.0,No
RealEstateServices,240,9,Existing,2,7,Urban,No,732000,732000,0,1,1.0,0,7200,22584.0,No
RentalLeasing,84,1,Existing,0,1,Urban,Yes,24400,12200,0,0,0.5,1,2520,17860.0,No
RentalLeasing,84,1,New,0,0,Urban,No,50000,42500,1,0,0.85,1,2520,17860.0,No
RentalLeasing,120,9,New,0,0,Unknown,No,167300,142205,1,0,0.85,0,3600,15865.0,No
RentalLeasing,120,4,Existing,0,0,Urban,No,283000,212250,0,0,0.75,0,3600,18940.0,No
RealEstateServices,84,6,Existing,0,0,Urban,Unknown,55000,46750,0,0,0.85,1,2520,17860.0,No
RealEstateLessors,120,2,Existing,0,0,Urban,Unknown,125000,62500,0,0,0.5,0,3600,18999.0,No
RealEstateServices,300,5,Existing,0,5,Urban,Unknown,148500,126225,0,1,0.85,0,9000,24371.0,No
RealEstateLessors,305,10,Existing,0,10,Urban,Unknown,712300,534225,0,1,0.75,0,9150,24521.0,No
RealEstateServices,300,2,Existing,0,2,Urban,Unknown,700000,525000,0,1,0.75,0,9000,24399.0,No
RentalLeasing,240,40,Existing,20,60,Urban,No,1278000,1278000,0,1,1.0,0,7200,22766.0,No
RentalLeasing,300,5,Existing,2,7,Urban,Unknown,346000,259500,0,1,0.75,0,9000,24371.0,No
RealEstateServices,240,4,Existing,21,0,Urban,Unknown,138000,138000,0,1,1.0,0,7200,22612.0,No
RentalLeasing,300,10,Existing,0,0,Urban,No,760500,570375,0,1,0.75,0,9000,24371.0,No
RealEstateServices,108,2,Existing,0,2,Urban,Unknown,240500,180375,0,0,0.75,0,3240,18611.0,No
RealEstateServices,300,3,Existing,0,3,Urban,Unknown,150000,75000,0,1,0.5,0,9000,24371.0,No
RealEstateServices,240,10,Existing,10,0,Urban,No,803000,803000,0,1,1.0,0,7200,23221.0,No
RentalLeasing,120,1,New,0,1,Urban,Unknown,186800,140100,1,0,0.75,0,3600,18971.0,No
RealEstateServices,36,1,Existing,5,1,Urban,Yes,45000,22500,0,0,0.5,0,1080,16451.0,No
RealEstateServices,204,2,Existing,0,2,Urban,Unknown,218900,142285,0,0,0.65,0,6120,21491.0,No
RealEstateServices,33,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,990,16361.0,Yes
RealEstateServices,36,3,Existing,0,3,Urban,Yes,10000,5000,0,0,0.5,0,1080,16479.0,No
RentalLeasing,240,6,Existing,0,6,Urban,No,331000,331000,0,1,1.0,0,7200,22640.0,No
RealEstateServices,9,3,Existing,2,5,Urban,No,50000,25000,0,0,0.5,0,270,15669.0,Yes
RealEstateLessors,84,1,New,1,1,Urban,Unknown,50000,42500,1,0,0.85,1,2520,18072.0,No
RealEstateServices,300,2,Existing,0,2,Urban,Unknown,496000,372000,0,1,0.75,0,9000,24399.0,No
RealEstateServices,300,7,Existing,0,7,Urban,Unknown,175000,131250,0,1,0.75,0,9000,24430.0,No
RealEstateServices,60,8,Existing,5,5,Urban,Unknown,150000,75000,0,0,0.5,0,1800,17321.0,No
RealEstateServices,300,1,Existing,0,1,Rural,Unknown,400000,300000,0,1,0.75,0,9000,24430.0,No
RentalLeasing,300,2,New,5,7,Urban,Unknown,738700,554025,1,1,0.75,0,9000,24460.0,No
RentalLeasing,240,16,Existing,5,0,Urban,Unknown,399000,399000,0,1,1.0,0,7200,22766.0,No
RealEstateServices,84,4,Existing,1,4,Urban,Yes,30000,15000,0,0,0.5,1,2520,17950.0,No
RentalLeasing,300,6,Existing,0,6,Urban,Unknown,574000,430500,0,1,0.75,0,9000,24521.0,No
RentalLeasing,120,6,Existing,0,0,Urban,No,1333000,999750,0,0,0.75,0,3600,19091.0,No
RealEstateServices,300,1,Existing,2,1,Urban,Unknown,201000,150750,0,1,0.75,0,9000,24460.0,No
